Year,Month,Day,Country,Province,Region,city,latitude,longitude,AttackType,Killed,Wounded,Target,Group,Target_type,Weapon_type,Casualties,Date
2011,2,12,Pakistan,Sindh,South Asia,Kotri,25.354671,68.283569,Bombing/Explosion,0,0,A portion of railway track was targeted in the attack.,Unknown,Transportation,Explosives,0,2011-12-02
2011,2,22,Pakistan,Khyber Pakhtunkhwa,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,0,14,An electric pole was targeted in the attack.,Unknown,Utilities,Explosives,14,
2011,3,4,Pakistan,Khyber Pakhtunkhwa,South Asia,Nowshera,34.007206,71.983078,Bombing/Explosion,10,6,The target of the attack was a mosque.,Unknown,Religious Figures/Institutions,Explosives,16,2011-04-03
2011,3,8,Pakistan,Punjab,South Asia,Faisalabad,31.408822,73.083021,Bombing/Explosion,25,101,The Inter-Services Intelligence building was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),Government (General),Explosives,126,2011-08-03
2011,3,9,Pakistan,Balochistan,South Asia,Dera Bugti,29.034412,69.158661,Bombing/Explosion,4,18,The target is  .,Unknown,Unknown,Explosives,22,2011-09-03
2011,3,10,Pakistan,Balochistan,South Asia,Dera Bugti,29.034412,69.158661,Bombing/Explosion,0,7,The convoy of a local tribal elder,Unknown,Private Citizens & Property,Explosives,7,2011-10-03
2011,3,10,Pakistan,Balochistan,South Asia,Nasirabad,28.458421,68.133223,Bombing/Explosion,4,18,A convoy of the Oil and Gas Development Company Limited (OGDCL),Baloch Republican Army (BRA),Business,Explosives,22,2011-10-03
2011,3,12,Pakistan,Balochistan,South Asia,Jaffarabad district,28.340071,68.188997,Bombing/Explosion,6,0,The targets of the attack were civilians.,Unknown,Private Citizens & Property,Explosives,6,2011-12-03
2011,3,13,Pakistan,Khyber Pakhtunkhwa,South Asia,Hangu,33.528893,71.056122,Armed Assault,11,6,The targets of the attack were Shiite Muslims.,Unknown,Private Citizens & Property,Firearms,17,
2011,3,13,Pakistan,Khyber Pakhtunkhwa,South Asia,Kohat,33.590603,71.44062,Armed Assault,7,8,The targets of the attack were civilians.,Unknown,Private Citizens & Property,Firearms,15,
2011,3,14,Pakistan,Balochistan,South Asia,Kalat,29.047852,66.593323,Armed Assault,2,1,A local leader of the Balochistan National Party-Mengal (BNP-M),Unknown,Government (General),Firearms,3,
2011,3,15,Pakistan,Sindh,South Asia,Korangi,24.891115,67.143311,Armed Assault,1,2,Muttahida Qaumi Movement (MQM) activists,Unknown,Government (General),Firearms,3,
2011,3,15,Pakistan,Sindh,South Asia,Korangi,24.891115,67.143311,Armed Assault,2,4,People's Amn (Peace) Committee activists,Unknown,Terrorists/Non-State Militia,Firearms,6,
2011,3,17,Pakistan,Balochistan,South Asia,Bolan District,29.10636,67.687177,Bombing/Explosion,0,3,The Bolan Mail train,Unknown,Transportation,Explosives,3,
2011,3,21,Pakistan,Balochistan,South Asia,Gwadar,25.1458,62.326557,Armed Assault,11,2,The camp of the Frontier Works Organization (FWO),Baloch Republican Army (BRA),Military,Firearms,13,
2011,3,21,Pakistan,Punjab,South Asia,Gujranwala,32.156489,74.187658,Bombing/Explosion,0,3,Rail Bazaar police post,Unknown,Police,Explosives,3,
2011,3,21,Pakistan,Federally Administered Tribal Areas,South Asia,Datta Khel,32.901089,69.749405,Armed Assault,4,0,Three Pakistani tribesmen accused of spying for the U.S.,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Firearms,4,
2011,3,25,Pakistan,Federally Administered Tribal Areas,South Asia,Spin Qabar,33.884347,71.384504,Armed Assault,1,0,An alleged spy was targeted in the attack.,Unknown,Private Citizens & Property,Firearms,1,
2011,3,28,Pakistan,Khyber Pakhtunkhwa,South Asia,Kohat,33.590603,71.44062,Bombing/Explosion,0,4,A village,Unknown,Private Citizens & Property,Explosives,4,
2011,4,3,Pakistan,Punjab,South Asia,Dera Ghazi Khan,30.034319,70.639676,Bombing/Explosion,52,102,The Sufi Muslim Sakhi Sarwar shrine was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),Religious Figures/Institutions,Explosives,154,2011-03-04
2011,4,11,Pakistan,Federally Administered Tribal Areas,South Asia,Kurram district,33.695975,70.336069,Bombing/Explosion,3,13,Civilians,Unknown,Private Citizens & Property,Explosives,16,2011-11-04
2011,4,12,Pakistan,Federally Administered Tribal Areas,South Asia,Spin Qabar,33.884347,71.384504,Hostage Taking (Kidnapping),0,0,Civilians who refused to fight against Zakhakhel tribe and Tirah-based militant organization Ansarul Islamand (AI),Lashkar-e-Islam (Pakistan),Private Citizens & Property,Unknown,0,2011-12-04
2011,4,23,Pakistan,Federally Administered Tribal Areas,South Asia,Salarzai,34.866207,71.526382,Bombing/Explosion,6,5,"Malik Manasib Khan, a tribal elder and chief of Salarzai tribe,",Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,11,
2011,4,26,Pakistan,Balochistan,South Asia,Sibi,29.548279,67.879189,Facility/Infrastructure Attack,15,18,Civilians on a passenger bus,Unknown,Transportation,Incendiary,33,
2011,4,26,Pakistan,Khyber Pakhtunkhwa,South Asia,Swabi district,34.146668,72.386306,Bombing/Explosion,0,0,A tower of 500 Kilovolt transmission line supplying electricity from Tarbela Dam,Unknown,Utilities,Explosives,0,
2011,5,6,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Armed Assault,8,15,"Civilians were targeted, including Shiite Muslims.",Lashkar-e-Jhangvi,Private Citizens & Property,Firearms,23,2011-06-05
2011,5,8,Pakistan,Balochistan,South Asia,Awaran,26.457338,65.23111,Bombing/Explosion,0,2,Civilian residences,Unknown,Private Citizens & Property,Explosives,2,2011-08-05
2011,5,10,Pakistan,Khyber Pakhtunkhwa,South Asia,Nowshera,34.007206,71.983078,Bombing/Explosion,4,8,A district court building,Unknown,Government (General),Explosives,12,2011-10-05
2011,5,13,Pakistan,Khyber Pakhtunkhwa,South Asia,Shabqadar,34.217285,71.561043,Bombing/Explosion,82,140,Training Center,Tehrik-i-Taliban Pakistan (TTP),Police,Explosives,222,
2011,5,14,Pakistan,Islamabad Capital Territory,South Asia,Islamabad,33.671638,73.056068,Bombing/Explosion,7,20,A passenger bus was targeted in the attack.,Unknown,Transportation,Explosives,27,
2011,5,15,Pakistan,Khyber Pakhtunkhwa,South Asia,Swabi district,34.146668,72.386306,Assassination,3,0,"Aatibar Gul, the head of a pro-government tribal militia, was targeted in the attack.",Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Firearms,3,
2011,5,23,Pakistan,Khyber Pakhtunkhwa,South Asia,Nowshera,34.007206,71.983078,Bombing/Explosion,0,1,The Rashakai Bridge was targeted in the attack.,Unknown,Transportation,Explosives,1,
2011,5,25,Pakistan,Balochistan,South Asia,Mastung district,29.610454,66.922164,Armed Assault,1,0,"Muhammad Akram, a Levies Sepoy official,",Unknown,Police,Firearms,1,
2011,5,26,Pakistan,Khyber Pakhtunkhwa,South Asia,Hangu,33.528893,71.056122,Bombing/Explosion,33,52,The District Coordination Officer (DCO) office was the intended target of the attack.,Tehrik-i-Taliban Pakistan (TTP),Government (General),Explosives,85,
2011,5,28,Pakistan,Federally Administered Tribal Areas,South Asia,Bajaur district,34.856902,71.429936,Bombing/Explosion,9,10,Pro-government tribal elders,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,19,
2011,5,28,Pakistan,Khyber Pakhtunkhwa,South Asia,Matta,34.927925,72.415152,Assassination,3,1,"The residence of Muzaffar Ali Khan, the Awami National Party (ANP) president,",Unknown,Government (General),Firearms,4,
2011,5,30,Pakistan,Federally Administered Tribal Areas,South Asia,Miran Shah,33.006516,70.068253,Bombing/Explosion,1,9,The Super Waziristan Hotel,Unknown,Business,Explosives,10,
2011,5,31,Pakistan,Sindh,South Asia,Kashmore,28.432072,69.58089,Bombing/Explosion,0,10,Railway tracks of the Tangwani Railway Station,Unknown,Transportation,Explosives,10,
2011,5,31,Pakistan,Khyber Pakhtunkhwa,South Asia,Karak,33.111907,71.103194,Armed Assault,1,4,"Maulana Salimullah, a Jamaat Ulema-e-Islam Fazl (JUI-F) member and former District Chief of Karak,",Unknown,Government (General),Firearms,5,
2011,6,5,Pakistan,Khyber Pakhtunkhwa,South Asia,Nowshera,34.007206,71.983078,Bombing/Explosion,19,28,The family members of military personnel,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,47,2011-05-06
2011,6,8,Pakistan,Punjab,South Asia,Gujrat,32.572323,74.076622,Bombing/Explosion,0,0,The specific target is  .,Unknown,Unknown,Explosives,0,2011-08-06
2011,6,11,Pakistan,Khyber Pakhtunkhwa,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,18,40,A retail and hotel complex,Tehrik-i-Taliban Pakistan (TTP),Business,Explosives,58,2011-11-06
2011,6,19,Pakistan,Federally Administered Tribal Areas,South Asia,Safi,34.574856,71.276081,Bombing/Explosion,1,5,The residence of a Safi Peace Committee member Malik Ghazi Khan,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,6,
2011,6,20,Pakistan,Khyber Pakhtunkhwa,South Asia,Mattani,33.796459,71.558487,Assassination,4,6,"The guest house of a leader of the Adezai Qaumi Lashkar (peace committee member), Ejaz (Ijaz) Bacha Khan,",Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,10,
2011,6,23,Pakistan,Balochistan,South Asia,Mastung,29.803965,66.85099,Bombing/Explosion,3,3,Civilians,Unknown,Private Citizens & Property,Explosives,6,
2011,6,26,Pakistan,Punjab,South Asia,Multan,30.197843,71.467629,Bombing/Explosion,0,6,The Qazzafi Police Post was targeted in the attack.,Unknown,Police,Explosives,6,
2011,7,1,Pakistan,Balochistan,South Asia,Loralai,30.445122,69.094176,Hostage Taking (Kidnapping),0,0,"A Swiss couple, identified as Ocholivier David and Wipmerderielaay Omer,",Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Firearms,0,2011-01-07
2011,7,3,Pakistan,Khyber Pakhtunkhwa,South Asia,Shangla district,34.793956,72.775814,Bombing/Explosion,0,0,Road construction machinery,Unknown,Business,Explosives,0,2011-03-07
2011,7,6,Pakistan,Khyber Pakhtunkhwa,South Asia,Dir,35.202293,71.873006,Armed Assault,3,1,Civilian residential neighborhoods,Unknown,Private Citizens & Property,Firearms,4,2011-06-07
2011,7,12,Pakistan,Federally Administered Tribal Areas,South Asia,Spin Qabar,33.884347,71.384504,Armed Assault,0,2,A civilian vehicle,Unknown,Private Citizens & Property,Firearms,2,2011-12-07
2011,7,14,Pakistan,Balochistan,South Asia,Chaman,30.92211,66.45153,Bombing/Explosion,2,12,A civilian residential building,Unknown,Private Citizens & Property,Explosives,14,
2011,7,14,Pakistan,Federally Administered Tribal Areas,South Asia,Torkham,34.120224,71.101242,Bombing/Explosion,0,3,The office building of the Al-Haj group was targeted in the attack.,Unknown,Business,Explosives,3,
2011,7,18,Pakistan,Balochistan,South Asia,Pishin,30.703398,67.092938,Hostage Taking (Kidnapping),0,0,Eight Pakistani employees of an American non-governmental organization (NGO),Unknown,NGO,Firearms,0,
2011,7,21,Pakistan,Balochistan,South Asia,Jaffarabad district,28.340071,68.188997,Bombing/Explosion,4,7,A vehicle of the government owned oil and gas company was targeted in the attack.,Baloch Republican Army (BRA),Government (General),Explosives,11,
2011,7,23,Pakistan,Punjab,South Asia,Faisalabad,31.418714,73.079107,Bombing/Explosion,0,0,Target was a hotel.,Jamaat-E-Islami (India/Pakistan),Business,Explosives,0,
2011,7,29,Pakistan,Balochistan,South Asia,Mastung,29.803965,66.85099,Bombing/Explosion,2,30,Civilians,Unknown,Business,Explosives,32,
2011,8,7,Pakistan,Balochistan,South Asia,Nushki district,29.551957,66.019326,Armed Assault,5,0,Five laborers,Unknown,Business,Firearms,5,2011-07-08
2011,8,10,Pakistan,Punjab,South Asia,Sargodha,32.082884,72.671445,Armed Assault,0,0,One North Atlantic Treaty Organization (NATO) oil tanker,Tehrik-i-Taliban Pakistan (TTP),Military,Firearms,0,2011-10-08
2011,8,12,Pakistan,Balochistan,South Asia,Kharan,28.002464,65.288417,Bombing/Explosion,1,0,The National Bank,Unknown,Business,Explosives,1,2011-12-08
2011,8,12,Pakistan,Federally Administered Tribal Areas,South Asia,Tirah,34.745,71.606667,Bombing/Explosion,5,1,It is unclear whether or not the civilians were targeted or responsible for the attack.,Taliban,Unknown,Explosives,6,2011-12-08
2011,8,14,Pakistan,Balochistan,South Asia,Jaffarabad district,28.340071,68.188997,Bombing/Explosion,11,14,A hotel on the National Highway,Baloch Liberation Tigers (BLT),Business,Explosives,25,
2011,8,15,Pakistan,Balochistan,South Asia,Mastung,29.803965,66.85099,Bombing/Explosion,0,2,A bus-terminal,Unknown,Transportation,Explosives,2,
2011,8,18,Pakistan,Federally Administered Tribal Areas,South Asia,Tirah,34.745,71.606667,Armed Assault,1,0,A supporter of Lashkar e Islam (LI),Tehrik-i-Taliban Pakistan (TTP),Terrorists/Non-State Militia,Melee,1,
2011,8,19,Pakistan,Khyber Pakhtunkhwa,South Asia,Jamrud,34.002579,71.382477,Bombing/Explosion,57,123,Civilians,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,180,
2011,8,21,Pakistan,Khyber Pakhtunkhwa,South Asia,Buner district,34.396497,72.615832,Assassination,0,14,"The Minister for Education of Khyber Pakhtunkhwa, Sardar Babak Hussain,",Tehrik-i-Taliban Pakistan (TTP),Government (General),Firearms,14,
2011,8,25,Pakistan,Khyber Pakhtunkhwa,South Asia,Nowshera,34.007206,71.983078,Bombing/Explosion,10,14,"The hotel in Nowshera, Khyber Pakhtunkhwa, Pakistan was the target.",Unknown,Business,Explosives,24,
2011,8,26,Pakistan,Balochistan,South Asia,Jaffarabad district,28.340071,68.188997,Armed Assault,2,6,A passenger bus was targeted in the attack.,Unknown,Transportation,Firearms,8,
2011,8,28,Pakistan,Balochistan,South Asia,Mach,29.855375,67.339928,Armed Assault,5,17,The Quetta Express passenger train,Baloch Liberation Army (BLA),Transportation,Firearms,22,
2011,8,31,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,11,25,Muslim civilians,Unknown,Private Citizens & Property,Explosives,36,
2011,9,7,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,23,30,"Deputy Inspector-General of Frontier Corps, Brigadier Farrukh Shehzad,",Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,53,2011-07-09
2011,9,14,Pakistan,Federally Administered Tribal Areas,South Asia,Tirah district,34.745,71.606667,Armed Assault,1,0,A tribal elder was targeted in the armed assault.,Unknown,Private Citizens & Property,Melee,1,
2011,9,15,Pakistan,Khyber Pakhtunkhwa,South Asia,Dir,35.202293,71.873006,Bombing/Explosion,47,57,Civilians,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,104,
2011,9,20,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Armed Assault,26,30,A passenger bus,Lashkar-e-Jhangvi,Transportation,Firearms,56,
2011,9,28,Pakistan,Balochistan,South Asia,Harnai,30.100544,67.935956,Armed Assault,3,5,Workers for the Mari Gas Company,Baloch Liberation Army (BLA),Business,Firearms,8,
2011,10,4,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Armed Assault,14,7,Civilians,Lashkar-e-Jhangvi,Private Citizens & Property,Firearms,21,2011-04-10
2011,10,6,Pakistan,Khyber Pakhtunkhwa,South Asia,Kohat,33.590603,71.44062,Bombing/Explosion,2,0,A Non-Governmental Organization office,Unknown,NGO,Explosives,2,2011-06-10
2011,10,14,Pakistan,Khyber Pakhtunkhwa,South Asia,Dir,35.202293,71.873006,Bombing/Explosion,2,4,A mosque,Unknown,Religious Figures/Institutions,Explosives,6,
2011,10,15,Pakistan,Khyber Pakhtunkhwa,South Asia,Swabi,34.123104,72.469017,Bombing/Explosion,0,1,A school,Unknown,Educational Institution,Explosives,1,
2011,10,17,Pakistan,Khyber Pakhtunkhwa,South Asia,Buner district,34.396497,72.615832,Armed Assault,3,2,Civilians,Unknown,Private Citizens & Property,Firearms,5,
2011,10,18,Pakistan,Khyber Pakhtunkhwa,South Asia,Bara,33.915234,71.458679,Bombing/Explosion,3,0,Civilian homes,Unknown,Private Citizens & Property,Explosives,3,
2011,10,25,Pakistan,Azad Kashmir,South Asia,Muzaffarabad,34.35946,73.468877,Assassination,0,1,The Chief Justice in Pakistani administered Kashmir was targeted in the attack.,Unknown,Government (General),Firearms,1,
2011,10,30,Pakistan,Balochistan,South Asia,Panjgur,26.972136,64.114571,Assassination,1,0,The Jamaat-Ulema-e-Islam-Fazl General Secretary,Unknown,Government (General),Firearms,1,
2011,11,3,Pakistan,Federally Administered Tribal Areas,South Asia,Sadda,33.70613,70.328641,Bombing/Explosion,1,2,A Levies Force checkpoint near Sadda,Militants,Police,Firearms,3,2011-03-11
2011,11,0,Pakistan,Khyber Pakhtunkhwa,South Asia,Timergara,34.830162,71.842781,Bombing/Explosion,1,10,A van full of police officers near the district jail in Timergara,Unknown,Police,Explosives,11,
2011,11,5,Pakistan,Khyber Pakhtunkhwa,South Asia,Nawagai,34.404289,72.55791,Bombing/Explosion,2,0,"Malak Mohammad Omar, a pro-government tribal elder, and his family and residence",Militants,Private Citizens & Property,Firearms,2,2011-05-11
2011,11,5,Pakistan,Federally Administered Tribal Areas,South Asia,Razmak,32.687926,69.832993,Bombing/Explosion,3,3,A military convoy in South Waziristan,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,6,2011-05-11
2011,11,7,Pakistan,Khyber Pakhtunkhwa,South Asia,Swabi,34.123104,72.469017,Bombing/Explosion,4,8,"Hanif Khan Jadoon, a former mayor of Swabi and a member of Awami National Party",Tehrik-i-Taliban Pakistan (TTP),Government (General),Explosives,12,2011-07-11
2011,11,7,Pakistan,Federally Administered Tribal Areas,South Asia,Kalaya,33.742929,70.965004,Bombing/Explosion,0,0,The helipad in Kalaya,Militants,Transportation,Explosives,0,2011-07-11
2011,11,12,Pakistan,Balochistan,South Asia,Kohlu district,29.673863,68.715498,Bombing/Explosion,0,0,Three power-supplying towers in Kohlu,United Baloch Army (UBA),Utilities,Explosives,0,2011-12-11
2011,11,13,Pakistan,Federally Administered Tribal Areas,South Asia,Khyber district,33.874976,70.938292,Bombing/Explosion,6,7,Tribespeople from the Akakhel and Zakhakhel tribes that were in the market,Lashkar-e-Islam (Pakistan),Private Citizens & Property,Explosives,13,
2011,11,16,Pakistan,Federally Administered Tribal Areas,South Asia,Tirah district,34.745,71.606667,Bombing/Explosion,6,2,Tribespeople in the Spori area of Tirah valley,Unknown,Private Citizens & Property,Explosives,8,
2011,11,18,Pakistan,Federally Administered Tribal Areas,South Asia,Spin Wam,33.172958,70.401826,Armed Assault,1,3,Security forces in the Speenwam area,Militants,Military,Firearms,4,
